Year_of_study,Ever_used_platform,Confidence_in_terms,Return_in_30_years,Purchasing_power_q,Single_stock_risk_q,Risk_Reward,Inflation_time_value_q,Diversification_purpose_q,Inflation_rate_q,Knowledge_improved,Confidence_interpreting_data,Frequency_based_on_app_data,Apps_oversimplify,Likely_to_use_new_features,Data_viz_helps,Field_of_study_Business / Economics,Field_of_study_Engineering/ Science,Field_of_study_Humanities / Arts,Field_of_study_Other,Time_investing_1-2 years,Time_investing_6-12 months,Time_investing_Less than 6 months,Time_investing_N/A - Not an investor,Time_investing_Over 2 years,Main_platform_type_N/A - Not an investor,Main_platform_type_Other,Main_platform_type_Robo-advisor,Main_platform_type_Trading app,Financial_Literacy_Score,Features_used_most_AI or data insights,Features_used_most_Market news,Features_used_most_Other,Features_used_most_Portfolio analytics,Features_used_most_Stock performance charts,Regretted_misinterpretation_No,Regretted_misinterpretation_Not sure,Regretted_misinterpretation_Yes,Greater_influence_Advice from others,Greater_influence_Data and analytics,Greater_influence_Personal decisions,Greater_influence_Social media trends,Digital_Literacy_Score,Critical_Oversimplify,Investment_Behaviour_Score
1,1,0,0,0,1,0,0,1,0,4,3,2,3,1,3,False,False,True,False,True,False,False,False,False,False,False,False,True,2,False,False,False,True,False,False,False,True,False,False,True,False,7,1,4
2,1,3,0,1,1,0,1,1,1,2,2,3,0,4,4,True,False,False,False,True,False,False,False,False,False,False,True,False,5,False,False,False,True,False,True,False,False,True,False,False,False,7,4,11
2,0,2,0,1,1,0,0,1,1,0,3,2,2,1,3,False,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,False,True,False,True,False,False,False,True,False,False,7,2,5
1,1,2,0,0,0,1,0,0,1,2,1,1,4,1,0,False,False,True,False,False,False,True,False,False,False,False,True,False,2,False,True,False,False,False,True,False,False,False,False,False,True,1,0,2
2,1,2,0,0,1,0,0,1,0,2,3,2,2,2,3,False,True,False,False,False,True,False,False,False,False,False,False,True,2,False,True,False,False,False,True,False,False,False,True,False,False,6,2,6
3,1,1,0,0,1,1,1,0,1,2,2,2,4,4,3,True,False,False,False,False,True,False,False,False,False,False,False,True,4,False,False,False,True,False,True,False,False,False,False,False,True,6,0,6
1,1,0,0,1,1,0,1,0,1,2,2,1,2,1,1,False,True,False,False,False,False,False,False,True,False,False,True,False,4,False,False,False,False,True,True,False,False,False,False,True,False,4,2,4
2,1,2,1,1,1,0,1,0,0,2,2,1,3,2,0,False,True,False,False,True,False,False,False,False,False,False,False,True,4,False,False,False,True,False,True,False,False,True,False,False,False,3,1,4
3,1,3,1,1,1,1,1,1,0,3,1,2,0,2,3,True,False,False,False,False,False,True,False,False,False,False,False,True,6,False,True,False,False,False,True,False,False,False,False,True,False,4,4,8
3,1,2,1,0,1,1,0,1,1,2,3,3,0,3,3,True,False,False,False,False,True,False,False,False,False,False,False,True,5,False,False,False,False,True,False,False,True,False,True,False,False,7,4,10
3,1,0,0,1,0,1,1,0,0,4,3,1,1,4,4,False,False,True,False,False,False,False,False,True,False,False,True,False,3,False,True,False,False,False,True,False,False,False,False,True,False,7,3,8
3,0,2,1,0,0,1,0,0,0,0,0,1,3,1,3,False,False,True,False,False,False,False,True,False,True,False,False,False,2,False,False,False,True,False,True,False,False,False,False,False,True,4,1,3
4,1,1,0,1,0,1,0,0,1,2,2,1,1,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,3,False,False,False,False,True,False,False,True,True,False,False,False,3,3,5
2,0,3,0,1,1,1,0,0,0,0,2,1,1,4,2,False,False,True,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,False,False,True,False,True,False,False,4,3,8
2,0,1,1,1,0,1,1,1,1,0,3,2,4,0,3,True,False,False,False,False,False,False,True,False,True,False,False,False,6,False,False,False,True,False,True,False,False,False,False,True,False,7,0,2
4,1,1,0,0,0,1,0,0,0,2,1,1,3,3,2,False,False,False,True,False,True,False,False,False,False,False,False,True,1,False,False,False,True,False,True,False,False,True,False,False,False,4,1,5
3,1,1,0,1,0,0,1,0,1,3,3,0,2,1,3,False,True,False,False,False,False,False,False,True,False,False,False,True,3,False,False,False,True,False,False,True,False,False,False,False,True,7,2,3
2,0,2,0,1,0,0,1,1,0,0,1,4,1,2,1,False,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,True,True,False,False,False,False,False,True,3,3,9
2,1,3,1,0,0,0,1,1,1,1,1,2,2,2,4,False,True,False,False,False,False,False,False,True,False,False,False,True,4,False,False,False,True,False,True,False,False,False,False,False,True,6,2,6
2,0,1,1,1,0,0,0,0,0,0,2,4,4,0,2,False,True,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,True,False,False,True,False,True,False,False,5,0,4
3,0,1,0,1,1,1,1,0,0,0,1,1,1,2,3,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,False,True,False,False,False,True,False,False,True,False,5,3,6
2,0,0,0,1,0,0,0,0,0,0,3,1,4,1,3,False,False,True,False,False,False,False,True,False,True,False,False,False,1,False,True,False,False,False,True,False,False,False,False,False,True,6,0,2
2,1,2,1,0,1,0,0,1,0,3,2,1,3,1,1,False,False,False,True,True,False,False,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,False,True,False,4,1,3
2,0,1,0,0,1,0,1,1,0,0,2,3,4,3,3,False,True,False,False,False,False,False,True,False,True,False,False,False,3,False,True,False,False,False,True,False,False,True,False,False,False,5,0,6
1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,False,False,True,False,False,False,False,True,False,True,False,False,False,0,True,False,False,False,False,True,False,False,False,False,True,False,4,0,4
3,0,3,1,1,1,0,0,1,1,0,3,3,1,3,4,True,False,False,False,False,False,False,True,False,True,False,False,False,5,False,False,False,True,False,True,False,False,False,True,False,False,8,3,9
3,1,0,1,1,1,1,1,1,0,1,3,3,3,4,3,True,False,False,False,False,False,True,False,False,False,False,False,True,6,False,False,False,True,False,True,False,False,False,False,False,True,7,1,8
1,0,1,0,1,0,0,0,0,0,0,2,2,3,1,2,False,False,True,False,False,False,False,True,False,True,False,False,False,1,False,True,False,False,False,True,False,False,False,False,False,True,4,1,4
3,1,1,1,0,1,0,0,0,1,1,2,0,4,2,2,False,True,False,False,False,True,False,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,False,False,True,5,0,2
3,1,1,0,1,0,0,0,0,0,3,0,2,3,4,3,False,False,False,True,True,False,False,False,False,False,False,False,True,1,False,False,False,False,True,True,False,False,True,False,False,False,4,1,7
4,1,1,1,0,1,1,0,0,0,2,2,1,3,1,2,False,False,True,False,False,True,False,False,False,False,False,True,False,3,False,False,False,False,True,True,False,False,True,False,False,False,5,1,3
2,1,1,1,1,0,1,0,0,1,4,2,3,0,3,2,False,True,False,False,False,False,True,False,False,False,False,True,False,4,True,False,False,False,False,False,True,False,False,False,True,False,5,4,10
1,1,2,1,1,1,0,1,1,1,4,3,3,0,4,4,True,False,False,False,False,True,False,False,False,False,False,False,True,6,False,True,False,False,False,False,False,True,False,True,False,False,7,4,11
4,0,3,1,0,1,1,1,1,0,0,1,3,3,0,3,True,False,False,False,False,False,False,True,False,True,False,False,False,5,False,True,False,False,False,True,False,False,False,True,False,False,4,1,4
1,0,0,1,0,0,0,0,1,0,0,1,0,1,2,3,False,False,True,False,False,False,False,True,False,True,False,False,False,2,False,True,False,False,False,False,True,False,True,False,False,False,4,3,5
3,1,1,0,0,1,1,1,1,1,4,2,2,1,2,3,True,False,False,False,False,False,False,False,True,False,False,True,False,5,False,False,False,False,True,True,False,False,True,False,False,False,6,3,7
3,1,2,1,1,0,1,0,0,1,2,0,2,3,2,1,False,False,True,False,True,False,False,False,False,False,False,True,False,4,True,False,False,False,False,True,False,False,False,False,False,True,2,1,5
4,0,2,0,1,0,1,1,0,0,0,1,4,3,2,2,False,False,True,False,False,False,False,True,False,True,False,False,False,3,False,True,False,False,False,True,False,False,False,False,False,True,3,1,7
1,0,3,1,1,1,0,1,0,1,0,2,1,2,2,0,False,True,False,False,False,False,False,True,False,True,False,False,False,5,False,False,False,True,False,False,False,True,False,True,False,False,3,2,5
1,0,2,0,1,1,1,0,0,0,0,2,3,4,3,3,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,True,False,True,False,False,False,True,False,False,6,0,6
3,1,1,1,1,1,1,0,0,1,2,1,2,4,1,3,False,False,True,False,False,False,True,False,False,False,False,True,False,5,False,False,False,False,True,False,True,False,True,False,False,False,5,0,3
4,0,1,0,1,1,1,0,1,1,0,2,2,3,1,4,False,True,False,False,False,False,False,True,False,True,False,False,False,5,False,False,False,True,False,True,False,False,True,False,False,False,7,1,4
2,1,0,0,1,0,1,1,0,0,4,2,2,3,0,2,False,False,False,True,False,False,False,False,True,False,False,False,True,3,True,False,False,False,False,False,False,True,False,False,True,False,5,1,3
3,1,3,0,1,1,1,1,1,0,4,3,4,0,3,4,True,False,False,False,False,True,False,False,False,False,False,False,True,5,False,False,False,True,False,True,False,False,False,True,False,False,8,4,11
1,0,2,0,1,1,1,0,0,0,0,3,2,2,2,4,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,True,False,True,False,False,True,False,False,8,2,6
1,0,1,1,0,0,0,1,1,0,0,2,3,3,2,1,False,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,True,False,True,False,False,False,False,True,False,4,1,6
4,1,2,0,1,1,0,1,0,1,4,2,2,0,2,0,False,True,False,False,False,False,True,False,False,False,False,False,True,4,False,False,True,False,False,False,False,True,False,False,False,True,2,4,8
2,0,3,0,1,1,1,1,1,0,0,3,4,0,4,3,True,False,False,False,False,False,False,True,False,True,False,False,False,5,False,False,False,False,True,True,False,False,False,True,False,False,7,4,12
2,1,1,0,1,1,0,0,1,0,4,3,1,2,4,4,False,True,False,False,False,False,False,False,True,False,False,False,True,3,False,False,False,False,True,True,False,False,False,False,False,True,8,2,7
4,0,1,0,1,0,1,0,1,0,0,1,2,0,1,2,False,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,True,False,False,True,False,False,False,True,4,4,7
1,1,3,1,0,1,0,0,0,0,4,3,2,1,4,4,False,False,False,True,False,False,False,False,True,False,False,False,True,2,False,False,False,False,True,True,False,False,False,True,False,False,8,3,9
2,0,1,0,0,0,0,0,0,1,0,0,2,3,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,1,False,False,False,False,True,True,False,False,False,False,True,False,2,1,4
2,1,2,1,1,0,0,1,0,0,1,0,0,3,1,2,True,False,False,False,False,False,False,False,True,False,False,True,False,3,False,False,False,False,True,True,False,False,False,True,False,False,3,1,2
4,1,0,1,0,0,0,0,0,0,4,0,1,3,4,1,False,True,False,False,False,False,True,False,False,False,False,True,False,1,False,False,False,True,False,True,False,False,False,False,False,True,2,1,6
3,1,1,1,1,1,1,0,0,0,3,2,1,4,2,4,False,False,False,True,False,False,True,False,False,False,False,False,True,4,False,False,False,True,False,True,False,False,True,False,False,False,7,0,3
2,0,3,1,1,1,0,1,1,1,0,2,1,1,3,4,False,True,False,False,False,False,False,True,False,True,False,False,False,6,False,False,False,False,True,True,False,False,False,True,False,False,7,3,7
2,1,0,0,0,0,0,0,0,1,2,3,1,3,0,0,False,False,True,False,False,True,False,False,False,False,False,False,True,1,False,True,False,False,False,True,False,False,False,False,True,False,3,1,2
2,1,2,1,0,0,0,1,1,1,2,0,1,3,4,3,True,False,False,False,False,False,True,False,False,False,False,False,True,4,False,False,False,True,False,False,False,True,False,False,False,True,4,1,6
4,1,3,1,1,0,1,1,1,1,2,2,3,0,4,4,True,False,False,False,True,False,False,False,False,False,False,False,True,6,False,False,False,True,False,False,True,False,False,True,False,False,7,4,11
3,0,2,0,0,0,1,1,1,0,0,3,2,1,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,True,False,True,False,False,False,False,True,False,4,3,5
1,1,3,1,1,0,1,1,1,0,2,3,4,0,4,4,True,False,False,False,False,False,True,False,False,False,False,False,True,5,True,False,False,False,False,False,False,True,False,True,False,False,8,4,12
2,1,3,1,1,1,0,0,1,1,2,2,4,0,4,3,True,False,False,False,False,True,False,False,False,False,False,False,True,5,False,False,False,False,True,True,False,False,False,True,False,False,6,4,12
1,1,0,1,0,0,0,0,0,1,4,2,2,4,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,2,False,True,False,False,False,True,False,False,False,False,False,True,3,0,2
4,1,3,1,1,1,1,0,1,0,3,2,2,2,3,4,False,False,False,True,True,False,False,False,False,False,True,False,False,5,False,False,False,False,True,True,False,False,False,False,False,True,7,2,7
1,0,2,1,1,1,1,0,0,0,0,2,2,3,3,0,False,True,False,False,False,False,False,True,False,True,False,False,False,4,False,True,False,False,False,True,False,False,False,True,False,False,2,1,6
4,1,2,1,1,1,1,1,0,1,1,1,3,2,1,2,True,False,False,False,False,True,False,False,False,False,False,True,False,6,False,True,False,False,False,True,False,False,False,True,False,False,3,2,6
2,0,3,1,1,0,1,0,0,0,0,1,2,3,3,3,False,True,False,False,False,False,False,True,False,True,False,False,False,3,False,True,False,False,False,True,False,False,True,False,False,False,4,1,6
2,1,1,1,1,0,0,0,0,0,3,2,1,4,4,3,False,False,True,False,False,True,False,False,False,False,False,True,False,2,False,False,False,False,True,True,False,False,False,False,True,False,6,0,5
4,1,1,0,0,1,0,1,0,1,4,1,2,3,0,2,False,True,False,False,True,False,False,False,False,False,True,False,False,3,False,False,False,True,False,True,False,False,True,False,False,False,4,1,3
3,1,2,0,1,1,0,0,0,0,3,2,1,3,4,2,False,False,False,True,True,False,False,False,False,False,False,False,True,2,False,True,False,False,False,True,False,False,False,False,False,True,4,1,6
2,1,3,1,1,1,0,1,0,0,2,1,2,0,2,2,False,False,False,True,False,False,True,False,False,False,False,False,True,4,True,False,False,False,False,True,False,False,True,False,False,False,4,4,8
2,1,2,0,1,0,1,1,1,0,4,0,1,3,2,2,False,True,False,False,True,False,False,False,False,False,False,False,True,4,True,False,False,False,False,False,False,True,False,False,False,True,3,1,4
3,1,3,1,0,1,1,1,0,1,4,3,4,1,4,4,False,True,False,False,True,False,False,False,False,False,False,True,False,5,False,True,False,False,False,True,False,False,False,True,False,False,7,3,11
3,1,2,0,1,0,0,1,1,1,1,2,1,4,1,4,False,False,True,False,True,False,False,False,False,False,False,False,True,4,False,True,False,False,False,True,False,False,False,False,False,True,6,0,2
1,0,0,1,0,0,1,0,0,1,0,1,0,4,0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,True,False,False,True,False,False,False,2,0,0
4,1,3,0,0,1,1,0,1,1,4,3,3,1,4,3,True,False,False,False,False,False,True,False,False,False,False,False,True,4,True,False,False,False,False,True,False,False,False,True,False,False,7,3,10
2,1,3,0,1,1,1,0,1,1,3,3,4,1,3,4,False,False,True,False,True,False,False,False,False,False,False,False,True,5,False,False,False,False,True,False,True,False,False,True,False,False,8,3,10
2,1,0,0,0,0,0,0,1,0,3,0,2,3,0,1,False,False,False,True,False,True,False,False,False,False,False,True,False,1,False,False,False,False,True,False,False,True,False,False,False,True,2,1,3
2,0,2,1,0,1,1,1,1,1,0,0,3,2,1,3,True,False,False,False,False,False,False,True,False,True,False,False,False,6,False,True,False,False,False,True,False,False,False,False,True,False,3,2,6
2,1,1,1,0,0,1,0,0,1,2,3,3,1,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,3,False,False,False,False,True,True,False,False,False,True,False,False,5,3,7
4,1,3,1,1,1,1,1,1,0,2,3,3,0,4,3,True,False,False,False,False,False,True,False,False,False,False,False,True,6,False,False,False,False,True,False,True,False,False,True,False,False,7,4,11
4,1,3,0,0,0,1,0,0,0,3,0,3,2,1,2,False,False,True,False,False,False,False,False,True,False,False,True,False,1,False,True,False,False,False,True,False,False,False,True,False,False,2,2,6
4,1,0,1,0,1,0,1,0,0,2,2,1,3,0,1,True,False,False,False,False,True,False,False,False,False,False,False,True,3,False,False,False,True,False,False,False,True,True,False,False,False,4,1,2
1,1,2,1,0,1,1,0,1,0,3,3,1,1,0,3,True,False,False,False,True,False,False,False,False,False,False,False,True,4,False,False,False,False,True,True,False,False,False,False,False,True,7,3,4
3,1,2,0,0,1,1,0,0,0,2,2,1,1,2,2,False,True,False,False,False,False,True,False,False,False,False,False,True,2,False,False,True,False,False,True,False,False,False,False,False,True,4,3,6
4,1,0,1,0,0,0,0,0,0,4,1,2,3,1,4,False,False,True,False,True,False,False,False,False,False,False,False,True,1,False,True,False,False,False,True,False,False,False,False,False,True,5,1,4
1,0,3,1,1,0,0,1,1,0,0,1,2,3,2,4,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,False,False,True,False,False,True,False,False,False,True,6,1,5
1,1,2,1,0,0,1,1,0,1,2,2,1,1,2,2,True,False,False,False,False,False,True,False,False,False,False,False,True,4,False,False,False,True,False,True,False,False,False,False,False,True,5,3,6
3,1,3,0,0,0,1,1,0,0,4,3,2,3,1,4,False,False,True,False,False,True,False,False,False,False,False,True,False,2,False,False,False,False,True,False,False,True,False,False,True,False,8,1,4
2,0,3,0,1,1,1,0,1,1,0,2,2,3,3,3,False,True,False,False,False,False,False,True,False,True,False,False,False,5,False,False,True,False,False,False,False,True,False,True,False,False,5,1,6
1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,False,False,True,False,False,False,False,True,False,True,False,False,False,1,False,False,False,False,True,True,False,False,False,False,False,True,3,2,5
2,1,1,1,0,0,0,0,1,0,1,2,1,3,1,4,False,False,False,True,False,False,True,False,False,False,False,False,True,2,False,False,False,False,True,False,False,True,False,False,True,False,7,1,3
2,0,3,1,0,1,1,1,1,1,0,2,4,2,4,4,True,False,False,False,False,False,False,True,False,True,False,False,False,6,False,False,True,False,False,True,False,False,False,True,False,False,6,2,10
1,1,3,0,1,1,1,0,1,1,1,1,2,3,1,3,True,False,False,False,False,False,True,False,False,False,False,False,True,5,False,False,False,False,True,False,False,True,False,True,False,False,5,1,4
2,1,1,0,0,0,0,1,0,1,1,1,1,3,2,4,False,True,False,False,False,True,False,False,False,False,False,False,True,2,False,False,True,False,False,True,False,False,True,False,False,False,5,1,4
1,1,3,1,1,1,0,0,1,0,2,3,3,0,3,4,True,False,False,False,False,False,True,False,False,False,False,False,True,4,True,False,False,False,False,True,False,False,False,True,False,False,8,4,10
4,1,3,0,0,0,0,0,1,0,4,3,2,2,4,4,False,False,False,True,False,True,False,False,False,False,False,False,True,1,True,False,False,False,False,True,False,False,True,False,False,False,8,2,8
3,0,0,0,0,0,0,0,0,0,0,3,4,4,3,2,False,False,True,False,False,False,False,True,False,True,False,False,False,0,False,False,False,False,True,True,False,False,False,False,False,True,6,0,7
4,1,2,0,0,0,1,0,0,1,2,2,2,2,2,4,False,True,False,False,False,False,False,False,True,False,False,False,True,2,False,False,False,False,True,False,False,True,False,True,False,False,7,2,6
3,0,1,0,1,0,0,0,0,0,0,2,2,1,2,2,False,False,True,False,False,False,False,True,False,True,False,False,False,1,False,False,False,True,False,False,False,True,False,False,True,False,5,3,7
4,1,3,1,1,1,1,1,1,0,1,0,0,2,2,4,True,False,False,False,True,False,False,False,False,False,False,True,False,6,False,False,False,False,True,False,False,True,False,True,False,False,5,2,4
1,0,2,1,0,0,0,0,1,0,0,2,2,3,0,4,False,False,True,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,True,False,False,True,False,False,False,True,7,1,3
3,0,2,1,1,0,0,1,0,0,0,1,4,2,1,4,False,False,True,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,True,True,False,False,False,False,False,True,6,2,7
3,1,3,1,1,1,0,1,0,1,4,2,3,1,3,3,True,False,False,False,False,False,False,False,True,False,False,False,True,5,False,False,False,True,False,False,False,True,False,True,False,False,6,3,9
1,0,2,1,0,1,0,1,0,1,0,3,3,4,3,3,False,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,False,True,False,True,False,False,False,True,False,False,7,0,6
2,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,False,False,False,True,False,False,False,True,False,True,False,False,False,0,False,False,False,True,False,True,False,False,False,False,True,False,6,3,4
3,0,1,1,0,0,0,0,1,1,0,3,1,3,2,3,False,False,True,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,True,True,False,False,False,False,False,True,7,1,4
3,1,1,0,0,0,0,0,1,1,3,1,1,4,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,2,False,False,False,True,False,True,False,False,False,False,False,True,2,0,1
1,1,1,1,0,1,0,0,0,1,2,1,0,3,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,3,False,False,True,False,False,True,False,False,False,False,False,True,2,1,1
3,1,1,0,0,0,0,0,0,0,2,1,1,2,1,4,False,False,False,True,False,True,False,False,False,False,False,False,True,0,False,False,False,False,True,True,False,False,False,False,False,True,6,2,4
3,1,0,1,0,0,0,0,0,0,3,1,0,1,2,3,False,False,False,True,False,True,False,False,False,False,False,False,True,1,False,False,False,True,False,False,False,True,False,False,False,True,5,3,5
2,0,2,0,1,0,0,1,0,0,0,2,0,2,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,True,True,False,False,True,False,False,False,4,2,3
1,0,2,0,0,0,1,1,0,0,0,1,1,4,1,1,False,False,False,True,False,False,False,True,False,True,False,False,False,2,False,False,False,True,False,True,False,False,True,False,False,False,3,0,2
1,1,2,0,1,1,0,0,1,1,2,0,1,3,2,2,True,False,False,False,False,True,False,False,False,False,False,False,True,4,False,False,False,False,True,True,False,False,False,False,True,False,3,1,4
4,0,1,1,1,0,0,1,0,0,0,1,3,1,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,3,False,False,False,True,False,True,False,False,True,False,False,False,3,3,6
1,0,1,0,1,0,0,0,0,0,0,0,2,4,4,2,False,True,False,False,False,False,False,True,False,True,False,False,False,1,False,False,False,False,True,False,True,False,True,False,False,False,3,0,6
2,0,0,0,1,0,0,0,0,0,0,1,1,3,4,3,False,False,True,False,False,False,False,True,False,True,False,False,False,1,False,False,False,True,False,True,False,False,True,False,False,False,5,1,6
4,1,2,0,0,1,1,1,1,1,3,1,0,3,2,2,False,True,False,False,False,True,False,False,False,False,False,True,False,5,True,False,False,False,False,True,False,False,True,False,False,False,4,1,3
3,1,1,0,1,1,1,0,1,1,3,2,2,2,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,5,False,False,False,True,False,True,False,False,False,True,False,False,4,2,4
4,0,3,1,0,0,1,1,0,1,0,1,0,4,4,1,False,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,False,True,False,False,True,False,True,False,False,False,3,0,4
2,1,2,0,0,1,1,0,0,1,3,1,2,3,2,0,False,False,True,False,True,False,False,False,False,False,False,False,True,3,False,False,False,False,True,False,True,False,True,False,False,False,2,1,5
4,1,3,0,1,0,0,0,0,1,2,2,2,1,2,2,False,False,False,True,False,False,True,False,False,False,False,True,False,2,False,False,False,False,True,False,False,True,False,False,True,False,5,3,7
4,1,3,1,1,1,1,1,0,1,3,3,4,0,3,4,True,False,False,False,True,False,False,False,False,False,False,False,True,6,True,False,False,False,False,False,False,True,False,True,False,False,8,4,11
3,0,2,1,0,0,1,0,1,0,0,3,3,1,2,1,False,False,True,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,True,False,False,False,True,False,False,4,3,8
4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,False,False,False,True,False,False,False,True,False,True,False,False,False,1,False,True,False,False,False,True,False,False,True,False,False,False,3,4,5
4,0,3,1,1,1,0,1,0,1,0,3,4,0,4,3,False,True,False,False,False,False,False,True,False,True,False,False,False,5,True,False,False,False,False,True,False,False,False,True,False,False,7,4,12
3,1,1,1,1,1,0,1,0,0,2,2,2,4,2,1,False,True,False,False,False,False,True,False,False,False,False,False,True,4,False,False,False,False,True,False,False,True,False,False,False,True,4,0,4
2,0,3,0,0,1,0,0,1,0,0,3,3,0,4,2,True,False,False,False,False,False,False,True,False,True,False,False,False,2,False,True,False,False,False,False,False,True,False,True,False,False,5,4,11
1,0,1,0,1,0,0,0,0,0,0,1,2,4,2,3,False,True,False,False,False,False,False,True,False,True,False,False,False,1,False,True,False,False,False,True,False,False,True,False,False,False,4,0,4
3,1,0,0,0,0,1,0,0,0,3,2,1,3,1,3,False,False,True,False,False,False,True,False,False,False,False,True,False,1,False,False,True,False,False,False,False,True,True,False,False,False,5,1,3
3,0,2,1,1,1,1,1,0,0,0,2,3,0,2,3,False,True,False,False,False,False,False,True,False,True,False,False,False,5,False,False,False,False,True,True,False,False,True,False,False,False,6,4,9
3,1,1,1,0,0,1,0,1,0,1,1,0,3,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,False,True,False,5,1,1
2,1,3,0,0,0,1,0,0,0,4,1,1,3,0,2,False,True,False,False,False,False,True,False,False,False,False,True,False,1,False,False,False,False,True,True,False,False,False,False,False,True,4,1,2
3,0,3,0,0,0,0,1,0,0,0,1,1,4,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,1,False,False,False,False,True,True,False,False,True,False,False,False,3,0,2
3,1,3,0,1,1,1,1,1,1,4,3,3,0,4,4,True,False,False,False,False,True,False,False,False,False,False,False,True,6,False,False,False,False,True,True,False,False,False,True,False,False,8,4,11
3,1,1,0,0,1,1,1,0,0,3,1,0,3,4,3,True,False,False,False,False,False,True,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,True,False,False,False,5,1,5
2,0,1,0,1,1,0,0,0,0,0,2,1,4,3,3,False,False,True,False,False,False,False,True,False,True,False,False,False,2,True,False,False,False,False,False,True,False,False,False,False,True,6,0,4
2,0,3,1,1,1,1,1,1,0,0,3,4,0,3,2,True,False,False,False,False,False,False,True,False,True,False,False,False,6,True,False,False,False,False,True,False,False,False,True,False,False,6,4,11
3,1,0,0,0,1,0,0,1,1,4,3,1,1,2,3,False,False,True,False,False,False,False,False,True,False,False,False,True,3,False,False,False,False,True,True,False,False,False,False,False,True,7,3,6
2,1,3,0,0,0,0,1,1,1,2,3,4,2,2,1,False,True,False,False,False,False,True,False,False,False,False,False,True,3,False,False,False,True,False,True,False,False,False,False,False,True,5,2,8
2,0,2,0,0,0,0,0,1,1,0,3,2,3,2,3,False,True,False,False,False,False,False,True,False,True,False,False,False,2,False,True,False,False,False,True,False,False,False,True,False,False,6,1,5
2,1,1,1,1,1,1,1,1,0,3,3,1,2,3,2,True,False,False,False,False,False,True,False,False,False,False,False,True,6,False,False,False,True,False,False,True,False,False,False,True,False,6,2,6
3,1,2,0,0,1,0,0,1,0,1,2,1,4,2,3,False,True,False,False,False,False,True,False,False,False,False,False,True,2,False,False,False,True,False,True,False,False,False,False,True,False,6,0,3
2,0,2,0,1,1,0,1,0,1,0,1,2,0,2,1,False,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,False,False,True,False,False,True,False,False,False,True,3,4,8
4,1,3,1,0,0,0,1,0,1,4,3,1,0,3,3,True,False,False,False,False,False,False,False,True,False,True,False,False,3,False,False,False,False,True,True,False,False,False,True,False,False,7,4,8
1,1,3,1,0,1,0,0,0,0,3,1,1,4,2,2,False,False,True,False,False,True,False,False,False,False,False,True,False,2,False,False,False,False,True,True,False,False,True,False,False,False,4,0,3
2,1,3,1,1,0,0,0,1,1,2,0,2,4,4,0,False,True,False,False,False,True,False,False,False,False,False,False,True,4,False,False,False,True,False,False,True,False,True,False,False,False,1,0,6
3,1,2,1,0,0,1,1,1,1,2,3,2,0,1,3,False,True,False,False,False,False,True,False,False,False,False,False,True,5,False,False,False,True,False,True,False,False,False,True,False,False,7,4,7
4,1,2,0,1,0,1,1,1,1,3,3,4,1,4,4,False,False,True,False,False,False,False,False,True,False,False,False,True,5,False,False,False,False,True,True,False,False,False,False,True,False,8,3,11
